2019-03-06-16-31-28-115	0	131073	-0.06240422	0.8516387	0.5852189
2019-03-06-16-31-28-118	1	131074	-0.06069167	0.8061873	0.6087179
2019-03-06-16-31-28-121	2	131075	-0.08490972	0.8077014	0.5937914
2019-03-06-16-31-28-123	3	131076	-0.02045168	0.8279565	0.5696735
2019-03-06-16-31-28-126	4	65537	0.5534433	0.8058546	-0.03028768
2019-03-06-16-31-28-129	5	65538	0.6059358	0.8048575	0.00881207
2019-03-06-16-31-28-132	6	65539	0.5587106	0.7056581	0.1395751
2019-03-06-16-31-28-134	7	65540	0.5906917	0.761739	0.142816
2019-03-06-16-31-28-137	8	65543	0.4990355	0.7416606	0.1780763
2019-03-06-16-31-28-140	9	51085	0.467897	0.8913631	-0.04577559
2019-03-06-16-31-28-142	10	51100	0.0149662	0.6953667	0.3539491
2019-03-06-16-31-28-145	11	51101	0.03465548	0.7725884	0.4564841
2019-03-06-16-31-28-148	12	51104	0.4969634	1.004948	0.01901492
2019-03-06-16-31-28-150	13	51109	0.5237236	0.8395927	0.04544616
2019-03-06-16-31-28-206	14	131073	-0.06239896	0.8516235	0.5851495
2019-03-06-16-31-28-209	15	131074	-0.06074661	0.8063509	0.6086964
2019-03-06-16-31-28-212	16	131075	-0.08485936	0.8075701	0.5937437
2019-03-06-16-31-28-215	17	131076	-0.02044693	0.8279378	0.5696139
2019-03-06-16-31-28-217	18	65537	0.5524191	0.8052374	-0.03112856
2019-03-06-16-31-28-220	19	65538	0.6047732	0.8041915	0.008105397
2019-03-06-16-31-28-223	20	65539	0.5570572	0.7053099	0.1388404
2019-03-06-16-31-28-225	21	65540	0.5891452	0.7613498	0.1421521
2019-03-06-16-31-28-228	22	65543	0.4973803	0.7412672	0.1771663
2019-03-06-16-31-28-230	23	51085	0.4668881	0.8910595	-0.0466498
2019-03-06-16-31-28-233	24	51100	0.01414495	0.6943377	0.3524858
2019-03-06-16-31-28-236	25	51101	0.03440397	0.7708066	0.455483
2019-03-06-16-31-28-239	26	51104	0.496099	1.00454	0.01815699
2019-03-06-16-31-28-242	27	51109	0.5225501	0.8390875	0.04446959
2019-03-06-16-31-28-428	28	131073	-0.06238535	0.8516515	0.5852178
2019-03-06-16-31-28-431	29	131074	-0.06070492	0.8062623	0.6087244
2019-03-06-16-31-28-434	30	131075	-0.0848982	0.8077122	0.5937888
2019-03-06-16-31-28-437	31	131076	-0.02043722	0.8279694	0.5696722
2019-03-06-16-31-28-440	32	65537	0.5502339	0.8051456	-0.03510489
2019-03-06-16-31-28-443	33	65538	0.6029139	0.8039412	0.003550887
2019-03-06-16-31-28-446	34	65539	0.5565629	0.7048125	0.1347077
2019-03-06-16-31-28-449	35	65540	0.5886641	0.7605784	0.1376452
2019-03-06-16-31-28-453	36	65543	0.4972608	0.7407353	0.1736091
2019-03-06-16-31-28-456	37	51085	0.464528	0.8904992	-0.05008411
2019-03-06-16-31-28-460	38	51100	0.01150982	0.6956815	0.3507726
2019-03-06-16-31-28-463	39	51101	0.03406335	0.7718311	0.452873
2019-03-06-16-31-28-467	40	51104	0.4943031	1.004051	0.01442446
2019-03-06-16-31-28-470	41	51109	0.5212748	0.8383145	0.040416
2019-03-06-16-31-28-491	42	131073	-0.06240831	0.8516406	0.5851872
2019-03-06-16-31-28-494	43	131074	-0.06075859	0.8063709	0.6087285
2019-03-06-16-31-28-498	44	131075	-0.08487169	0.8075812	0.5937667
2019-03-06-16-31-28-501	45	131076	-0.02045646	0.8279575	0.5696463
2019-03-06-16-31-28-505	46	65537	0.5496262	0.80593	-0.0360507
2019-03-06-16-31-28-508	47	65538	0.6023194	0.804136	0.002492309
2019-03-06-16-31-28-511	48	65539	0.5567663	0.7074545	0.1332613
2019-03-06-16-31-28-515	49	65540	0.5883409	0.7613282	0.1367403
2019-03-06-16-31-28-518	50	65543	0.497028	0.7410919	0.1727602
2019-03-06-16-31-28-522	51	51085	0.4639413	0.8906094	-0.0511445
2019-03-06-16-31-28-526	52	51100	0.0120369	0.6952485	0.3501689
2019-03-06-16-31-28-529	53	51101	0.0355677	0.7717115	0.4517712
2019-03-06-16-31-28-532	54	51104	0.4938101	1.004151	0.01306896
2019-03-06-16-31-28-536	55	51109	0.5207555	0.8384767	0.03943825
2019-03-06-16-31-28-546	56	131073	-0.06240281	0.8516084	0.5851453
2019-03-06-16-31-28-550	57	131074	-0.06075339	0.8063496	0.6087016
2019-03-06-16-31-28-553	58	131075	-0.08486456	0.8075488	0.5937366
2019-03-06-16-31-28-557	59	131076	-0.0204476	0.8279299	0.5696174
2019-03-06-16-31-28-561	60	65537	0.5489362	0.8050466	-0.03731083
2019-03-06-16-31-28-564	61	65538	0.6015675	0.803933	0.001328468
2019-03-06-16-31-28-568	62	65539	0.5556269	0.7050136	0.1327231
2019-03-06-16-31-28-572	63	65540	0.5878119	0.7612171	0.1354703
2019-03-06-16-31-28-575	64	65543	0.4965067	0.7415692	0.1719114
2019-03-06-16-31-28-579	65	51085	0.4632412	0.8902965	-0.05259746
2019-03-06-16-31-28-582	66	51100	0.01342225	0.6939276	0.3491639
2019-03-06-16-31-28-586	67	51101	0.03839222	0.7705141	0.4502912
2019-03-06-16-31-28-589	68	51104	0.4933816	1.003945	0.01145229
2019-03-06-16-31-28-593	69	51109	0.5208502	0.837585	0.03749347
2019-03-06-16-31-28-603	70	131073	-0.06238954	0.8516446	0.5852153
2019-03-06-16-31-28-608	71	131074	-0.06074402	0.8063617	0.6087455
2019-03-06-16-31-28-611	72	131075	-0.08490461	0.8077162	0.5937914
2019-03-06-16-31-28-616	73	131076	-0.02044473	0.8279614	0.5696684
2019-03-06-16-31-28-620	74	65537	0.5480458	0.8043985	-0.03877627
2019-03-06-16-31-28-623	75	65538	0.6006566	0.803587	-9.310246E-05
2019-03-06-16-31-28-628	76	65539	0.5553331	0.7041502	0.1302652
2019-03-06-16-31-28-632	77	65540	0.5871673	0.760909	0.1340109
2019-03-06-16-31-28-636	78	65543	0.4959485	0.7416253	0.1707423
2019-03-06-16-31-28-639	79	51085	0.4624117	0.8899981	-0.05397297
2019-03-06-16-31-28-643	80	51100	0.01611993	0.6914603	0.3474582
2019-03-06-16-31-28-647	81	51101	0.04199486	0.7686178	0.4481874
2019-03-06-16-31-28-651	82	51104	0.4930193	1.003691	0.009753366
2019-03-06-16-31-28-655	83	51109	0.5202503	0.8372436	0.03598523
2019-03-06-16-31-28-666	84	131073	-0.06239951	0.8516445	0.5851762
2019-03-06-16-31-28-670	85	131074	-0.06075269	0.8063654	0.6087184
2019-03-06-16-31-28-674	86	131075	-0.0848634	0.8075795	0.5937566
2019-03-06-16-31-28-677	87	131076	-0.02044992	0.8279552	0.5696349
2019-03-06-16-31-28-679	88	65537	0.547034	0.8040975	-0.04040009
2019-03-06-16-31-28-683	89	65538	0.5997229	0.8028259	-0.001927614
2019-03-06-16-31-28-686	90	65539	0.5539563	0.7044652	0.1298923
2019-03-06-16-31-28-689	91	65540	0.5865486	0.7601917	0.1322257
2019-03-06-16-31-28-692	92	65543	0.4953392	0.7409042	0.1690678
2019-03-06-16-31-28-695	93	51085	0.4615194	0.8894604	-0.05540471
2019-03-06-16-31-28-698	94	51100	0.01871347	0.6836979	0.3434103
2019-03-06-16-31-28-702	95	51101	0.0468576	0.7650148	0.445353
2019-03-06-16-31-28-705	96	51104	0.4925869	1.003113	0.008195021
2019-03-06-16-31-28-708	97	51109	0.519388	0.8366508	0.03443956
