2019-03-06-16-32-44-243	0	131073	-0.06228879	0.8515915	0.5850781
2019-03-06-16-32-44-246	1	131074	-0.06080582	0.8061873	0.6085638
2019-03-06-16-32-44-249	2	131075	-0.08480316	0.8074415	0.5935251
2019-03-06-16-32-44-252	3	131076	-0.0203668	0.8278401	0.5696263
2019-03-06-16-32-44-255	4	65537	-0.3606449	0.7363623	0.5469779
2019-03-06-16-32-44-257	5	65538	-0.3517677	0.7907495	0.5127265
2019-03-06-16-32-44-261	6	65539	-0.3992172	0.7511514	0.3559071
2019-03-06-16-32-44-263	7	65540	-0.3459388	0.7816678	0.3703323
2019-03-06-16-32-44-266	8	65541	-0.4170581	0.6969704	0.5206125
2019-03-06-16-32-44-269	9	65542	-0.3763807	0.763587	0.5143461
2019-03-06-16-32-44-272	10	65543	-0.3539353	0.6923274	0.325205
2019-03-06-16-32-44-274	11	65544	-0.3845287	0.6775565	0.3649299
2019-03-06-16-32-44-278	12	51251	-0.119605	0.796645	0.5381398
2019-03-06-16-32-44-281	13	51257	-0.004202473	0.7922349	0.5303652
2019-03-06-16-32-44-284	14	51270	0.6502067	0.5805562	-0.2018304
2019-03-06-16-32-44-287	15	51271	0.4283228	0.6360283	0.06482676
2019-03-06-16-32-44-345	16	131073	-0.06228372	0.8516047	0.5852729
2019-03-06-16-32-44-348	17	131074	-0.06070516	0.80615	0.6086946
2019-03-06-16-32-44-350	18	131075	-0.08485232	0.8075857	0.5937112
2019-03-06-16-32-44-353	19	131076	-0.02032799	0.8279335	0.5698292
2019-03-06-16-32-44-355	20	65537	-0.3606863	0.7363588	0.5469865
2019-03-06-16-32-44-358	21	65538	-0.3518159	0.7907448	0.5127406
2019-03-06-16-32-44-360	22	65539	-0.399252	0.7511573	0.3559155
2019-03-06-16-32-44-363	23	65540	-0.3459781	0.7816756	0.3703417
2019-03-06-16-32-44-366	24	65541	-0.4171415	0.6968928	0.5206361
2019-03-06-16-32-44-368	25	65542	-0.376434	0.7636471	0.5143688
2019-03-06-16-32-44-370	26	65543	-0.3539698	0.6923116	0.3252031
2019-03-06-16-32-44-373	27	65544	-0.3845792	0.6776276	0.3649535
2019-03-06-16-32-44-376	28	51251	-0.1196201	0.7967592	0.5382648
2019-03-06-16-32-44-379	29	51257	-0.004240047	0.7923455	0.5304832
2019-03-06-16-32-44-381	30	51270	0.6748359	0.5849013	-0.204399
2019-03-06-16-32-44-384	31	51271	0.480757	0.6272157	0.04392053
2019-03-06-16-32-44-592	32	131073	-0.06228654	0.8516142	0.5850849
2019-03-06-16-32-44-594	33	131074	-0.06077024	0.8063047	0.6086164
2019-03-06-16-32-44-597	34	131075	-0.08480167	0.807466	0.5935302
2019-03-06-16-32-44-599	35	131076	-0.0203626	0.8278663	0.5696397
2019-03-06-16-32-44-602	36	65537	-0.3606434	0.7363765	0.5469861
2019-03-06-16-32-44-605	37	65538	-0.3517756	0.7908554	0.512748
2019-03-06-16-32-44-607	38	65539	-0.3992146	0.751159	0.3559121
2019-03-06-16-32-44-610	39	65540	-0.3459309	0.7816722	0.3703415
2019-03-06-16-32-44-613	40	65541	-0.4170538	0.6969838	0.5206183
2019-03-06-16-32-44-616	41	65542	-0.3763816	0.763649	0.5143576
2019-03-06-16-32-44-618	42	65543	-0.3539361	0.6923257	0.325206
2019-03-06-16-32-44-621	43	65544	-0.3845246	0.6775494	0.3649147
2019-03-06-16-32-44-624	44	51251	-0.119602	0.7966765	0.5381538
2019-03-06-16-32-44-627	45	51257	-0.004200958	0.7922565	0.5303841
2019-03-06-16-32-44-630	46	51270	0.7401413	0.6028557	-0.2148751
2019-03-06-16-32-44-633	47	51271	0.5512645	0.6147935	0.002019405
2019-03-06-16-32-44-657	48	131073	-0.06227933	0.851589	0.5851941
2019-03-06-16-32-44-661	49	131074	-0.0607272	0.8062009	0.6086375
2019-03-06-16-32-44-664	50	131075	-0.08480108	0.8074726	0.5935706
2019-03-06-16-32-44-667	51	131076	-0.02031995	0.8279145	0.5697625
2019-03-06-16-32-44-670	52	65537	-0.3606558	0.7363662	0.5469819
2019-03-06-16-32-44-673	53	65538	-0.3517952	0.7907705	0.5127475
2019-03-06-16-32-44-676	54	65539	-0.3992278	0.7511528	0.3559047
2019-03-06-16-32-44-679	55	65540	-0.3459472	0.7816691	0.3703348
2019-03-06-16-32-44-682	56	65541	-0.4170712	0.6969718	0.5206143
2019-03-06-16-32-44-685	57	65542	-0.3764008	0.7636538	0.5143659
2019-03-06-16-32-44-688	58	65543	-0.353947	0.6923104	0.3252016
2019-03-06-16-32-44-691	59	65544	-0.3845414	0.677587	0.3649366
2019-03-06-16-32-44-694	60	51251	-0.1196052	0.796693	0.5381935
2019-03-06-16-32-44-697	61	51257	-0.004203877	0.7922775	0.5304129
2019-03-06-16-32-44-700	62	51270	0.7591437	0.601598	-0.2180743
2019-03-06-16-32-44-703	63	51271	0.5783355	0.6058797	-0.007966578
2019-03-06-16-32-44-712	64	131073	-0.06230035	0.8516298	0.5852404
2019-03-06-16-32-44-716	65	131074	-0.06079045	0.8063303	0.6086935
2019-03-06-16-32-44-719	66	131075	-0.0848646	0.8075958	0.5936862
2019-03-06-16-32-44-722	67	131076	-0.02034295	0.8279613	0.5698051
2019-03-06-16-32-44-725	68	65537	-0.3607046	0.7365078	0.5470115
2019-03-06-16-32-44-729	69	65538	-0.3518153	0.7907867	0.5127511
2019-03-06-16-32-44-732	70	65539	-0.3992595	0.7512047	0.3559116
2019-03-06-16-32-44-734	71	65540	-0.3459883	0.7817131	0.3703589
2019-03-06-16-32-44-737	72	65541	-0.4171422	0.696922	0.5206355
2019-03-06-16-32-44-740	73	65542	-0.3764094	0.763545	0.5143347
2019-03-06-16-32-44-744	74	65543	-0.3539683	0.6923415	0.3251978
2019-03-06-16-32-44-747	75	65544	-0.3845747	0.6776738	0.3649688
2019-03-06-16-32-44-750	76	51251	-0.119636	0.7967713	0.5382361
2019-03-06-16-32-44-754	77	51257	-0.004249263	0.7923547	0.5304641
2019-03-06-16-32-44-757	78	51270	0.7772903	0.6005657	-0.2187216
2019-03-06-16-32-44-769	79	131073	-0.06230531	0.8515754	0.5850931
2019-03-06-16-32-44-772	80	131074	-0.06077889	0.8063026	0.608627
2019-03-06-16-32-44-776	81	131075	-0.08480377	0.8074583	0.5935377
2019-03-06-16-32-44-780	82	131076	-0.0203718	0.8278701	0.5696485
2019-03-06-16-32-44-783	83	65537	-0.3606434	0.7363846	0.5469987
2019-03-06-16-32-44-786	84	65538	-0.3517603	0.7907829	0.5127389
2019-03-06-16-32-44-789	85	65539	-0.3992129	0.7511765	0.3559294
2019-03-06-16-32-44-793	86	65540	-0.3459389	0.7816822	0.3703584
2019-03-06-16-32-44-796	87	65541	-0.4170557	0.6970041	0.5206386
2019-03-06-16-32-44-800	88	65542	-0.3763747	0.7635975	0.5143516
